location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,-1,0.01,0.0,2024-04-27,2024-04-27,quantile,wk inc flu hosp
02,-1,0.01,0.0,2024-04-27,2024-04-27,quantile,wk inc flu hosp
04,-1,0.01,22.461924638606575,2024-04-27,2024-04-27,quantile,wk inc flu hosp
05,-1,0.01,9.357481590593933,2024-04-27,2024-04-27,quantile,wk inc flu hosp
06,-1,0.01,40.277473779145375,2024-04-27,2024-04-27,quantile,wk inc flu hosp
08,-1,0.01,2.2616368807082123,2024-04-27,2024-04-27,quantile,wk inc flu hosp
09,-1,0.01,17.218409727852457,2024-04-27,2024-04-27,quantile,wk inc flu hosp
10,-1,0.01,0.0,2024-04-27,2024-04-27,quantile,wk inc flu hosp
11,-1,0.01,2.5437348032799645,2024-04-27,2024-04-27,quantile,wk inc flu hosp
12,-1,0.01,122.94586487258474,2024-04-27,2024-04-27,quantile,wk inc flu hosp
13,-1,0.01,3.526937848632709,2024-04-27,2024-04-27,quantile,wk inc flu hosp
15,-1,0.01,0.0,2024-04-27,2024-04-27,quantile,wk inc flu hosp
16,-1,0.01,9.154064918693797,2024-04-27,2024-04-27,quantile,wk inc flu hosp
17,-1,0.01,40.02456276044871,2024-04-27,2024-04-27,quantile,wk inc flu hosp
18,-1,0.01,14.381131631208861,2024-04-27,2024-04-27,quantile,wk inc flu hosp
19,-1,0.01,18.637960197665365,2024-04-27,2024-04-27,quantile,wk inc flu hosp
20,-1,0.01,13.368142202489231,2024-04-27,2024-04-27,quantile,wk inc flu hosp
21,-1,0.01,5.8530765782919145,2024-04-27,2024-04-27,quantile,wk inc flu hosp
22,-1,0.01,2.6393860942321057,2024-04-27,2024-04-27,quantile,wk inc flu hosp
23,-1,0.01,2.5329894969379216,2024-04-27,2024-04-27,quantile,wk inc flu hosp
24,-1,0.01,5.957918504857433,2024-04-27,2024-04-27,quantile,wk inc flu hosp
25,-1,0.01,55.61605834000395,2024-04-27,2024-04-27,quantile,wk inc flu hosp
26,-1,0.01,44.71765785165197,2024-04-27,2024-04-27,quantile,wk inc flu hosp
27,-1,0.01,14.566885306185322,2024-04-27,2024-04-27,quantile,wk inc flu hosp
28,-1,0.01,2.809740641251921,2024-04-27,2024-04-27,quantile,wk inc flu hosp
29,-1,0.01,20.80507919848431,2024-04-27,2024-04-27,quantile,wk inc flu hosp
30,-1,0.01,0.0,2024-04-27,2024-04-27,quantile,wk inc flu hosp
31,-1,0.01,6.367970439567749,2024-04-27,2024-04-27,quantile,wk inc flu hosp
32,-1,0.01,6.288360753749404,2024-04-27,2024-04-27,quantile,wk inc flu hosp
33,-1,0.01,1.5524781804103405,2024-04-27,2024-04-27,quantile,wk inc flu hosp
34,-1,0.01,36.74743037642011,2024-04-27,2024-04-27,quantile,wk inc flu hosp
35,-1,0.01,0.0,2024-04-27,2024-04-27,quantile,wk inc flu hosp
36,-1,0.01,84.45555510004881,2024-04-27,2024-04-27,quantile,wk inc flu hosp
37,-1,0.01,0.0,2024-04-27,2024-04-27,quantile,wk inc flu hosp
38,-1,0.01,0.9630090023620211,2024-04-27,2024-04-27,quantile,wk inc flu hosp
39,-1,0.01,29.04949273344143,2024-04-27,2024-04-27,quantile,wk inc flu hosp
40,-1,0.01,0.0,2024-04-27,2024-04-27,quantile,wk inc flu hosp
41,-1,0.01,5.600495472933254,2024-04-27,2024-04-27,quantile,wk inc flu hosp
42,-1,0.01,54.355850660462536,2024-04-27,2024-04-27,quantile,wk inc flu hosp
44,-1,0.01,1.043663431009663,2024-04-27,2024-04-27,quantile,wk inc flu hosp
45,-1,0.01,16.887628937394176,2024-04-27,2024-04-27,quantile,wk inc flu hosp
46,-1,0.01,4.926269799362739,2024-04-27,2024-04-27,quantile,wk inc flu hosp
47,-1,0.01,12.680335971907775,2024-04-27,2024-04-27,quantile,wk inc flu hosp
48,-1,0.01,129.2224930490327,2024-04-27,2024-04-27,quantile,wk inc flu hosp
49,-1,0.01,0.0,2024-04-27,2024-04-27,quantile,wk inc flu hosp
50,-1,0.01,1.6832853375918249,2024-04-27,2024-04-27,quantile,wk inc flu hosp
51,-1,0.01,20.363031692933973,2024-04-27,2024-04-27,quantile,wk inc flu hosp
53,-1,0.01,0.0,2024-04-27,2024-04-27,quantile,wk inc flu hosp
54,-1,0.01,0.0,2024-04-27,2024-04-27,quantile,wk inc flu hosp
55,-1,0.01,21.061523602704057,2024-04-27,2024-04-27,quantile,wk inc flu hosp
56,-1,0.01,0.0,2024-04-27,2024-04-27,quantile,wk inc flu hosp
72,-1,0.01,12.514012196753322,2024-04-27,2024-04-27,quantile,wk inc flu hosp
US,-1,0.01,1253.8673565555794,2024-04-27,2024-04-27,quantile,wk inc flu hosp
01,-1,0.025,0.0,2024-04-27,2024-04-27,quantile,wk inc flu hosp
02,-1,0.025,0.0,2024-04-27,2024-04-27,quantile,wk inc flu hosp
04,-1,0.025,29.244411300919577,2024-04-27,2024-04-27,quantile,wk inc flu hosp
05,-1,0.025,12.147657963721624,2024-04-27,2024-04-27,quantile,wk inc flu hosp
06,-1,0.025,53.70962379050854,2024-04-27,2024-04-27,quantile,wk inc flu hosp
08,-1,0.025,4.606528618102568,2024-04-27,2024-04-27,quantile,wk inc flu hosp
