location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,-1,0.01,34.55374993700421,2023-11-25,2023-11-25,quantile,wk inc flu hosp
02,-1,0.01,2.2609486594681387,2023-11-25,2023-11-25,quantile,wk inc flu hosp
04,-1,0.01,112.17181574554655,2023-11-25,2023-11-25,quantile,wk inc flu hosp
05,-1,0.01,1.486761276954074,2023-11-25,2023-11-25,quantile,wk inc flu hosp
06,-1,0.01,216.18846678346372,2023-11-25,2023-11-25,quantile,wk inc flu hosp
08,-1,0.01,70.35543877856094,2023-11-25,2023-11-25,quantile,wk inc flu hosp
09,-1,0.01,4.6536582947341065,2023-11-25,2023-11-25,quantile,wk inc flu hosp
10,-1,0.01,0.0,2023-11-25,2023-11-25,quantile,wk inc flu hosp
11,-1,0.01,0.0,2023-11-25,2023-11-25,quantile,wk inc flu hosp
12,-1,0.01,459.5139502046375,2023-11-25,2023-11-25,quantile,wk inc flu hosp
13,-1,0.01,102.70905871438708,2023-11-25,2023-11-25,quantile,wk inc flu hosp
15,-1,0.01,10.129575656796199,2023-11-25,2023-11-25,quantile,wk inc flu hosp
16,-1,0.01,0.260746156098501,2023-11-25,2023-11-25,quantile,wk inc flu hosp
17,-1,0.01,27.814518242930063,2023-11-25,2023-11-25,quantile,wk inc flu hosp
18,-1,0.01,59.85853771670102,2023-11-25,2023-11-25,quantile,wk inc flu hosp
19,-1,0.01,0.22697314562259943,2023-11-25,2023-11-25,quantile,wk inc flu hosp
20,-1,0.01,6.726080143077472,2023-11-25,2023-11-25,quantile,wk inc flu hosp
21,-1,0.01,0.0,2023-11-25,2023-11-25,quantile,wk inc flu hosp
22,-1,0.01,54.581882425746734,2023-11-25,2023-11-25,quantile,wk inc flu hosp
23,-1,0.01,0.0,2023-11-25,2023-11-25,quantile,wk inc flu hosp
24,-1,0.01,10.172661165182397,2023-11-25,2023-11-25,quantile,wk inc flu hosp
25,-1,0.01,14.041050108308436,2023-11-25,2023-11-25,quantile,wk inc flu hosp
26,-1,0.01,11.179353956402489,2023-11-25,2023-11-25,quantile,wk inc flu hosp
27,-1,0.01,0.36255400794510356,2023-11-25,2023-11-25,quantile,wk inc flu hosp
28,-1,0.01,21.48827736468857,2023-11-25,2023-11-25,quantile,wk inc flu hosp
29,-1,0.01,12.691913147109592,2023-11-25,2023-11-25,quantile,wk inc flu hosp
30,-1,0.01,0.0,2023-11-25,2023-11-25,quantile,wk inc flu hosp
31,-1,0.01,0.0,2023-11-25,2023-11-25,quantile,wk inc flu hosp
32,-1,0.01,11.239796343073603,2023-11-25,2023-11-25,quantile,wk inc flu hosp
33,-1,0.01,0.0,2023-11-25,2023-11-25,quantile,wk inc flu hosp
34,-1,0.01,2.023880594359266,2023-11-25,2023-11-25,quantile,wk inc flu hosp
35,-1,0.01,0.634762641679464,2023-11-25,2023-11-25,quantile,wk inc flu hosp
36,-1,0.01,65.79502959093308,2023-11-25,2023-11-25,quantile,wk inc flu hosp
37,-1,0.01,52.51913856257517,2023-11-25,2023-11-25,quantile,wk inc flu hosp
38,-1,0.01,0.8684815597315597,2023-11-25,2023-11-25,quantile,wk inc flu hosp
39,-1,0.01,22.41589538524591,2023-11-25,2023-11-25,quantile,wk inc flu hosp
40,-1,0.01,5.1580831370888625,2023-11-25,2023-11-25,quantile,wk inc flu hosp
41,-1,0.01,0.0,2023-11-25,2023-11-25,quantile,wk inc flu hosp
42,-1,0.01,40.29276277822593,2023-11-25,2023-11-25,quantile,wk inc flu hosp
44,-1,0.01,0.0,2023-11-25,2023-11-25,quantile,wk inc flu hosp
45,-1,0.01,32.13624047078636,2023-11-25,2023-11-25,quantile,wk inc flu hosp
46,-1,0.01,0.0,2023-11-25,2023-11-25,quantile,wk inc flu hosp
47,-1,0.01,26.72236261078801,2023-11-25,2023-11-25,quantile,wk inc flu hosp
48,-1,0.01,283.1304592308931,2023-11-25,2023-11-25,quantile,wk inc flu hosp
49,-1,0.01,0.0,2023-11-25,2023-11-25,quantile,wk inc flu hosp
50,-1,0.01,0.459470029527946,2023-11-25,2023-11-25,quantile,wk inc flu hosp
51,-1,0.01,54.0291631887847,2023-11-25,2023-11-25,quantile,wk inc flu hosp
53,-1,0.01,6.898803034266793,2023-11-25,2023-11-25,quantile,wk inc flu hosp
