location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,-1,0.01,6.170324498418989,2023-11-04,2023-11-04,quantile,wk inc flu hosp
02,-1,0.01,10.69186971907481,2023-11-04,2023-11-04,quantile,wk inc flu hosp
04,-1,0.01,14.554815566412582,2023-11-04,2023-11-04,quantile,wk inc flu hosp
05,-1,0.01,0.5167324323913881,2023-11-04,2023-11-04,quantile,wk inc flu hosp
06,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
08,-1,0.01,4.127558362987859,2023-11-04,2023-11-04,quantile,wk inc flu hosp
09,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
10,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
11,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
12,-1,0.01,204.88515041375405,2023-11-04,2023-11-04,quantile,wk inc flu hosp
13,-1,0.01,6.642788184208473,2023-11-04,2023-11-04,quantile,wk inc flu hosp
15,-1,0.01,1.8186683762799978,2023-11-04,2023-11-04,quantile,wk inc flu hosp
16,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
17,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
18,-1,0.01,9.37007804742512,2023-11-04,2023-11-04,quantile,wk inc flu hosp
19,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
20,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
21,-1,0.01,1.1445161449186034,2023-11-04,2023-11-04,quantile,wk inc flu hosp
22,-1,0.01,18.267607847133203,2023-11-04,2023-11-04,quantile,wk inc flu hosp
23,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
24,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
25,-1,0.01,6.556110132506984,2023-11-04,2023-11-04,quantile,wk inc flu hosp
26,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
27,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
28,-1,0.01,1.9645217123585375,2023-11-04,2023-11-04,quantile,wk inc flu hosp
29,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
30,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
31,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
32,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
33,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
34,-1,0.01,10.94074717307586,2023-11-04,2023-11-04,quantile,wk inc flu hosp
