location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,-1,0.01,17.474300583616053,2024-03-30,2024-03-30,quantile,wk inc flu hosp
02,-1,0.01,1.2123997672595017,2024-03-30,2024-03-30,quantile,wk inc flu hosp
04,-1,0.01,27.597324618110264,2024-03-30,2024-03-30,quantile,wk inc flu hosp
05,-1,0.01,34.14281976310769,2024-03-30,2024-03-30,quantile,wk inc flu hosp
06,-1,0.01,34.87819406889965,2024-03-30,2024-03-30,quantile,wk inc flu hosp
08,-1,0.01,50.74882020010244,2024-03-30,2024-03-30,quantile,wk inc flu hosp
09,-1,0.01,19.380721210156782,2024-03-30,2024-03-30,quantile,wk inc flu hosp
10,-1,0.01,1.9979522141742616,2024-03-30,2024-03-30,quantile,wk inc flu hosp
11,-1,0.01,3.6514821841076435,2024-03-30,2024-03-30,quantile,wk inc flu hosp
12,-1,0.01,240.2555011735233,2024-03-30,2024-03-30,quantile,wk inc flu hosp
13,-1,0.01,23.46670875675835,2024-03-30,2024-03-30,quantile,wk inc flu hosp
15,-1,0.01,0.8095805739197088,2024-03-30,2024-03-30,quantile,wk inc flu hosp
16,-1,0.01,18.452828767499543,2024-03-30,2024-03-30,quantile,wk inc flu hosp
17,-1,0.01,93.56429626814068,2024-03-30,2024-03-30,quantile,wk inc flu hosp
18,-1,0.01,52.692490776710734,2024-03-30,2024-03-30,quantile,wk inc flu hosp
19,-1,0.01,29.22022288076037,2024-03-30,2024-03-30,quantile,wk inc flu hosp
20,-1,0.01,23.392005756951733,2024-03-30,2024-03-30,quantile,wk inc flu hosp
21,-1,0.01,31.222975988486144,2024-03-30,2024-03-30,quantile,wk inc flu hosp
22,-1,0.01,4.752697088332589,2024-03-30,2024-03-30,quantile,wk inc flu hosp
23,-1,0.01,4.17954068660368,2024-03-30,2024-03-30,quantile,wk inc flu hosp
24,-1,0.01,21.188898479918702,2024-03-30,2024-03-30,quantile,wk inc flu hosp
25,-1,0.01,124.74580949496392,2024-03-30,2024-03-30,quantile,wk inc flu hosp
26,-1,0.01,225.24364476311547,2024-03-30,2024-03-30,quantile,wk inc flu hosp
27,-1,0.01,61.16222115109708,2024-03-30,2024-03-30,quantile,wk inc flu hosp
28,-1,0.01,16.00979341581841,2024-03-30,2024-03-30,quantile,wk inc flu hosp
29,-1,0.01,64.82757254695973,2024-03-30,2024-03-30,quantile,wk inc flu hosp
30,-1,0.01,3.364506668083508,2024-03-30,2024-03-30,quantile,wk inc flu hosp
31,-1,0.01,24.404096928299232,2024-03-30,2024-03-30,quantile,wk inc flu hosp
32,-1,0.01,15.755140066066668,2024-03-30,2024-03-30,quantile,wk inc flu hosp
33,-1,0.01,6.972639350140855,2024-03-30,2024-03-30,quantile,wk inc flu hosp
34,-1,0.01,70.878933444749,2024-03-30,2024-03-30,quantile,wk inc flu hosp
35,-1,0.01,22.992305334639212,2024-03-30,2024-03-30,quantile,wk inc flu hosp
36,-1,0.01,165.93949653171296,2024-03-30,2024-03-30,quantile,wk inc flu hosp
37,-1,0.01,25.196268608068856,2024-03-30,2024-03-30,quantile,wk inc flu hosp
38,-1,0.01,5.95090982491839,2024-03-30,2024-03-30,quantile,wk inc flu hosp
39,-1,0.01,87.20783390486591,2024-03-30,2024-03-30,quantile,wk inc flu hosp
40,-1,0.01,21.538686279009344,2024-03-30,2024-03-30,quantile,wk inc flu hosp
41,-1,0.01,49.16399615329243,2024-03-30,2024-03-30,quantile,wk inc flu hosp
42,-1,0.01,177.36230708893459,2024-03-30,2024-03-30,quantile,wk inc flu hosp
44,-1,0.01,2.7305873751839336,2024-03-30,2024-03-30,quantile,wk inc flu hosp
