location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,-1,0.01,36.67999927250676,2023-11-25,2023-11-25,quantile,wk inc flu hosp
02,-1,0.01,2.3341461632253577,2023-11-25,2023-11-25,quantile,wk inc flu hosp
04,-1,0.01,116.09107971686745,2023-11-25,2023-11-25,quantile,wk inc flu hosp
05,-1,0.01,2.554903587847945,2023-11-25,2023-11-25,quantile,wk inc flu hosp
06,-1,0.01,221.93914811144634,2023-11-25,2023-11-25,quantile,wk inc flu hosp
08,-1,0.01,68.55860357629842,2023-11-25,2023-11-25,quantile,wk inc flu hosp
09,-1,0.01,5.471964569025478,2023-11-25,2023-11-25,quantile,wk inc flu hosp
10,-1,0.01,0.0,2023-11-25,2023-11-25,quantile,wk inc flu hosp
11,-1,0.01,0.0,2023-11-25,2023-11-25,quantile,wk inc flu hosp
12,-1,0.01,451.32509864743554,2023-11-25,2023-11-25,quantile,wk inc flu hosp
13,-1,0.01,101.932164932605,2023-11-25,2023-11-25,quantile,wk inc flu hosp
15,-1,0.01,10.768846004794948,2023-11-25,2023-11-25,quantile,wk inc flu hosp
16,-1,0.01,0.36113577171186495,2023-11-25,2023-11-25,quantile,wk inc flu hosp
17,-1,0.01,24.273607791559257,2023-11-25,2023-11-25,quantile,wk inc flu hosp
18,-1,0.01,59.66311209125344,2023-11-25,2023-11-25,quantile,wk inc flu hosp
19,-1,0.01,0.9765369704905401,2023-11-25,2023-11-25,quantile,wk inc flu hosp
20,-1,0.01,5.508700124315018,2023-11-25,2023-11-25,quantile,wk inc flu hosp
21,-1,0.01,0.0,2023-11-25,2023-11-25,quantile,wk inc flu hosp
22,-1,0.01,56.48383257958242,2023-11-25,2023-11-25,quantile,wk inc flu hosp
23,-1,0.01,0.0,2023-11-25,2023-11-25,quantile,wk inc flu hosp
24,-1,0.01,10.948654205041288,2023-11-25,2023-11-25,quantile,wk inc flu hosp
25,-1,0.01,13.970722010745837,2023-11-25,2023-11-25,quantile,wk inc flu hosp
26,-1,0.01,15.439911834997705,2023-11-25,2023-11-25,quantile,wk inc flu hosp
27,-1,0.01,0.053779863476446324,2023-11-25,2023-11-25,quantile,wk inc flu hosp
28,-1,0.01,21.961475597198397,2023-11-25,2023-11-25,quantile,wk inc flu hosp
29,-1,0.01,13.58727817620493,2023-11-25,2023-11-25,quantile,wk inc flu hosp
30,-1,0.01,0.0,2023-11-25,2023-11-25,quantile,wk inc flu hosp
