location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,-1,0.01,28.714856216665343,2023-12-02,2023-12-02,quantile,wk inc flu hosp
02,-1,0.01,1.081240972918944,2023-12-02,2023-12-02,quantile,wk inc flu hosp
04,-1,0.01,125.66873257244951,2023-12-02,2023-12-02,quantile,wk inc flu hosp
05,-1,0.01,9.233188248997932,2023-12-02,2023-12-02,quantile,wk inc flu hosp
06,-1,0.01,259.1650225935543,2023-12-02,2023-12-02,quantile,wk inc flu hosp
08,-1,0.01,94.81378359341942,2023-12-02,2023-12-02,quantile,wk inc flu hosp
09,-1,0.01,12.102470526991887,2023-12-02,2023-12-02,quantile,wk inc flu hosp
10,-1,0.01,0.0,2023-12-02,2023-12-02,quantile,wk inc flu hosp
11,-1,0.01,0.7924593777426987,2023-12-02,2023-12-02,quantile,wk inc flu hosp
12,-1,0.01,489.1231473500095,2023-12-02,2023-12-02,quantile,wk inc flu hosp
13,-1,0.01,77.45295788556999,2023-12-02,2023-12-02,quantile,wk inc flu hosp
15,-1,0.01,7.721711965672756,2023-12-02,2023-12-02,quantile,wk inc flu hosp
16,-1,0.01,0.0,2023-12-02,2023-12-02,quantile,wk inc flu hosp
17,-1,0.01,51.47380932648216,2023-12-02,2023-12-02,quantile,wk inc flu hosp
18,-1,0.01,48.10501899675698,2023-12-02,2023-12-02,quantile,wk inc flu hosp
19,-1,0.01,8.707715862871904,2023-12-02,2023-12-02,quantile,wk inc flu hosp
20,-1,0.01,5.996072607593424,2023-12-02,2023-12-02,quantile,wk inc flu hosp
21,-1,0.01,7.076163833227071,2023-12-02,2023-12-02,quantile,wk inc flu hosp
22,-1,0.01,63.12492969395824,2023-12-02,2023-12-02,quantile,wk inc flu hosp
23,-1,0.01,4.313874547920886,2023-12-02,2023-12-02,quantile,wk inc flu hosp
24,-1,0.01,4.094113292073573,2023-12-02,2023-12-02,quantile,wk inc flu hosp
25,-1,0.01,46.977360790004084,2023-12-02,2023-12-02,quantile,wk inc flu hosp
26,-1,0.01,54.27569927781272,2023-12-02,2023-12-02,quantile,wk inc flu hosp
27,-1,0.01,10.452605391470767,2023-12-02,2023-12-02,quantile,wk inc flu hosp
28,-1,0.01,18.252167750812152,2023-12-02,2023-12-02,quantile,wk inc flu hosp
29,-1,0.01,24.633081559216823,2023-12-02,2023-12-02,quantile,wk inc flu hosp
30,-1,0.01,0.0,2023-12-02,2023-12-02,quantile,wk inc flu hosp
31,-1,0.01,0.0,2023-12-02,2023-12-02,quantile,wk inc flu hosp
32,-1,0.01,18.2483197945327,2023-12-02,2023-12-02,quantile,wk inc flu hosp
33,-1,0.01,0.0,2023-12-02,2023-12-02,quantile,wk inc flu hosp
34,-1,0.01,31.79522387553384,2023-12-02,2023-12-02,quantile,wk inc flu hosp
35,-1,0.01,5.446254604369205,2023-12-02,2023-12-02,quantile,wk inc flu hosp
36,-1,0.01,116.59782720353446,2023-12-02,2023-12-02,quantile,wk inc flu hosp
37,-1,0.01,97.20479008050823,2023-12-02,2023-12-02,quantile,wk inc flu hosp
38,-1,0.01,0.0,2023-12-02,2023-12-02,quantile,wk inc flu hosp
39,-1,0.01,36.065414276525146,2023-12-02,2023-12-02,quantile,wk inc flu hosp
40,-1,0.01,11.889935802505173,2023-12-02,2023-12-02,quantile,wk inc flu hosp
41,-1,0.01,0.0,2023-12-02,2023-12-02,quantile,wk inc flu hosp
