location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,-1,0.01,10.180328738018115,2023-11-11,2023-11-11,quantile,wk inc flu hosp
02,-1,0.01,11.39628149157954,2023-11-11,2023-11-11,quantile,wk inc flu hosp
04,-1,0.01,16.725575505892284,2023-11-11,2023-11-11,quantile,wk inc flu hosp
05,-1,0.01,1.614776687460797,2023-11-11,2023-11-11,quantile,wk inc flu hosp
06,-1,0.01,23.271132112186503,2023-11-11,2023-11-11,quantile,wk inc flu hosp
08,-1,0.01,12.258266684218187,2023-11-11,2023-11-11,quantile,wk inc flu hosp
09,-1,0.01,0.0,2023-11-11,2023-11-11,quantile,wk inc flu hosp
10,-1,0.01,0.0,2023-11-11,2023-11-11,quantile,wk inc flu hosp
11,-1,0.01,0.0,2023-11-11,2023-11-11,quantile,wk inc flu hosp
12,-1,0.01,312.5287145081917,2023-11-11,2023-11-11,quantile,wk inc flu hosp
13,-1,0.01,15.789819626310251,2023-11-11,2023-11-11,quantile,wk inc flu hosp
15,-1,0.01,2.712591219878028,2023-11-11,2023-11-11,quantile,wk inc flu hosp
16,-1,0.01,0.0,2023-11-11,2023-11-11,quantile,wk inc flu hosp
17,-1,0.01,0.436097430177176,2023-11-11,2023-11-11,quantile,wk inc flu hosp
18,-1,0.01,12.694728416241539,2023-11-11,2023-11-11,quantile,wk inc flu hosp
19,-1,0.01,0.0,2023-11-11,2023-11-11,quantile,wk inc flu hosp
20,-1,0.01,0.0,2023-11-11,2023-11-11,quantile,wk inc flu hosp
21,-1,0.01,0.0,2023-11-11,2023-11-11,quantile,wk inc flu hosp
22,-1,0.01,12.99718449741211,2023-11-11,2023-11-11,quantile,wk inc flu hosp
23,-1,0.01,0.0,2023-11-11,2023-11-11,quantile,wk inc flu hosp
24,-1,0.01,1.4656319587297717,2023-11-11,2023-11-11,quantile,wk inc flu hosp
25,-1,0.01,10.714740266155022,2023-11-11,2023-11-11,quantile,wk inc flu hosp
26,-1,0.01,8.8684286676816,2023-11-11,2023-11-11,quantile,wk inc flu hosp
27,-1,0.01,0.0,2023-11-11,2023-11-11,quantile,wk inc flu hosp
28,-1,0.01,14.371988648203732,2023-11-11,2023-11-11,quantile,wk inc flu hosp
29,-1,0.01,3.2093041430625417,2023-11-11,2023-11-11,quantile,wk inc flu hosp
