location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,-1,0.01,6.280800700698406,2024-04-13,2024-04-13,quantile,wk inc flu hosp
02,-1,0.01,0.0,2024-04-13,2024-04-13,quantile,wk inc flu hosp
04,-1,0.01,25.571029001921936,2024-04-13,2024-04-13,quantile,wk inc flu hosp
05,-1,0.01,15.18329000726791,2024-04-13,2024-04-13,quantile,wk inc flu hosp
06,-1,0.01,25.049670499678008,2024-04-13,2024-04-13,quantile,wk inc flu hosp
08,-1,0.01,10.63185990253113,2024-04-13,2024-04-13,quantile,wk inc flu hosp
09,-1,0.01,31.24347208185916,2024-04-13,2024-04-13,quantile,wk inc flu hosp
10,-1,0.01,2.5872580146319826,2024-04-13,2024-04-13,quantile,wk inc flu hosp
11,-1,0.01,3.7779703948937735,2024-04-13,2024-04-13,quantile,wk inc flu hosp
12,-1,0.01,163.49230800395043,2024-04-13,2024-04-13,quantile,wk inc flu hosp
13,-1,0.01,8.080005361223396,2024-04-13,2024-04-13,quantile,wk inc flu hosp
15,-1,0.01,0.0,2024-04-13,2024-04-13,quantile,wk inc flu hosp
16,-1,0.01,5.536952377792818,2024-04-13,2024-04-13,quantile,wk inc flu hosp
17,-1,0.01,78.40461949219446,2024-04-13,2024-04-13,quantile,wk inc flu hosp
18,-1,0.01,73.82708053276774,2024-04-13,2024-04-13,quantile,wk inc flu hosp
19,-1,0.01,31.575157162475488,2024-04-13,2024-04-13,quantile,wk inc flu hosp
20,-1,0.01,10.733670192353195,2024-04-13,2024-04-13,quantile,wk inc flu hosp
21,-1,0.01,28.962868673446273,2024-04-13,2024-04-13,quantile,wk inc flu hosp
22,-1,0.01,5.706507870628472,2024-04-13,2024-04-13,quantile,wk inc flu hosp
23,-1,0.01,6.523114890026087,2024-04-13,2024-04-13,quantile,wk inc flu hosp
24,-1,0.01,35.46114546506027,2024-04-13,2024-04-13,quantile,wk inc flu hosp
25,-1,0.01,123.29910317936908,2024-04-13,2024-04-13,quantile,wk inc flu hosp
26,-1,0.01,211.3742798188153,2024-04-13,2024-04-13,quantile,wk inc flu hosp
27,-1,0.01,56.87365577958362,2024-04-13,2024-04-13,quantile,wk inc flu hosp
28,-1,0.01,25.879805898921088,2024-04-13,2024-04-13,quantile,wk inc flu hosp
29,-1,0.01,49.94240823582242,2024-04-13,2024-04-13,quantile,wk inc flu hosp
30,-1,0.01,0.0,2024-04-13,2024-04-13,quantile,wk inc flu hosp
31,-1,0.01,16.672874481805678,2024-04-13,2024-04-13,quantile,wk inc flu hosp
32,-1,0.01,10.60704485968954,2024-04-13,2024-04-13,quantile,wk inc flu hosp
33,-1,0.01,1.5386279907401552,2024-04-13,2024-04-13,quantile,wk inc flu hosp
34,-1,0.01,70.20777962654648,2024-04-13,2024-04-13,quantile,wk inc flu hosp
35,-1,0.01,11.243515887595555,2024-04-13,2024-04-13,quantile,wk inc flu hosp
36,-1,0.01,255.48882726286433,2024-04-13,2024-04-13,quantile,wk inc flu hosp
37,-1,0.01,20.12425106003714,2024-04-13,2024-04-13,quantile,wk inc flu hosp
38,-1,0.01,4.533294802868166,2024-04-13,2024-04-13,quantile,wk inc flu hosp
39,-1,0.01,122.61076646519813,2024-04-13,2024-04-13,quantile,wk inc flu hosp
40,-1,0.01,14.548617492759126,2024-04-13,2024-04-13,quantile,wk inc flu hosp
41,-1,0.01,8.698885885752015,2024-04-13,2024-04-13,quantile,wk inc flu hosp
42,-1,0.01,118.44615793707672,2024-04-13,2024-04-13,quantile,wk inc flu hosp
44,-1,0.01,2.3520013750912496,2024-04-13,2024-04-13,quantile,wk inc flu hosp
45,-1,0.01,9.219488097855999,2024-04-13,2024-04-13,quantile,wk inc flu hosp
46,-1,0.01,12.16927045916443,2024-04-13,2024-04-13,quantile,wk inc flu hosp
47,-1,0.01,44.2426161909925,2024-04-13,2024-04-13,quantile,wk inc flu hosp
48,-1,0.01,101.61767693478801,2024-04-13,2024-04-13,quantile,wk inc flu hosp
49,-1,0.01,0.0,2024-04-13,2024-04-13,quantile,wk inc flu hosp
50,-1,0.01,0.9211995595606222,2024-04-13,2024-04-13,quantile,wk inc flu hosp
51,-1,0.01,86.17259094701909,2024-04-13,2024-04-13,quantile,wk inc flu hosp
53,-1,0.01,6.220840237918113,2024-04-13,2024-04-13,quantile,wk inc flu hosp
