location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,-1,0.01,24.821059862626864,2023-12-02,2023-12-02,quantile,wk inc flu hosp
02,-1,0.01,0.8262184230118645,2023-12-02,2023-12-02,quantile,wk inc flu hosp
04,-1,0.01,102.20662531295245,2023-12-02,2023-12-02,quantile,wk inc flu hosp
05,-1,0.01,10.941367071949625,2023-12-02,2023-12-02,quantile,wk inc flu hosp
06,-1,0.01,227.2890897504844,2023-12-02,2023-12-02,quantile,wk inc flu hosp
08,-1,0.01,86.5174499287769,2023-12-02,2023-12-02,quantile,wk inc flu hosp
09,-1,0.01,10.353955865384378,2023-12-02,2023-12-02,quantile,wk inc flu hosp
10,-1,0.01,0.0,2023-12-02,2023-12-02,quantile,wk inc flu hosp
11,-1,0.01,1.6259740302232397,2023-12-02,2023-12-02,quantile,wk inc flu hosp
12,-1,0.01,457.0169238490173,2023-12-02,2023-12-02,quantile,wk inc flu hosp
13,-1,0.01,79.87802894878791,2023-12-02,2023-12-02,quantile,wk inc flu hosp
15,-1,0.01,6.495385495667132,2023-12-02,2023-12-02,quantile,wk inc flu hosp
16,-1,0.01,0.0,2023-12-02,2023-12-02,quantile,wk inc flu hosp
17,-1,0.01,41.33027184359619,2023-12-02,2023-12-02,quantile,wk inc flu hosp
18,-1,0.01,45.72567149519637,2023-12-02,2023-12-02,quantile,wk inc flu hosp
19,-1,0.01,8.791131186640719,2023-12-02,2023-12-02,quantile,wk inc flu hosp
20,-1,0.01,4.175699675451641,2023-12-02,2023-12-02,quantile,wk inc flu hosp
21,-1,0.01,8.90601531228744,2023-12-02,2023-12-02,quantile,wk inc flu hosp
22,-1,0.01,66.01125865295901,2023-12-02,2023-12-02,quantile,wk inc flu hosp
23,-1,0.01,8.482117227110296,2023-12-02,2023-12-02,quantile,wk inc flu hosp
24,-1,0.01,1.7215357762538235,2023-12-02,2023-12-02,quantile,wk inc flu hosp
25,-1,0.01,35.56559903433505,2023-12-02,2023-12-02,quantile,wk inc flu hosp
26,-1,0.01,41.5889270413909,2023-12-02,2023-12-02,quantile,wk inc flu hosp
