location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,-1,0.01,19.148573636421013,2023-11-18,2023-11-18,quantile,wk inc flu hosp
02,-1,0.01,15.264992119540215,2023-11-18,2023-11-18,quantile,wk inc flu hosp
04,-1,0.01,66.59152756389773,2023-11-18,2023-11-18,quantile,wk inc flu hosp
05,-1,0.01,5.623137947064095,2023-11-18,2023-11-18,quantile,wk inc flu hosp
06,-1,0.01,170.34320119638187,2023-11-18,2023-11-18,quantile,wk inc flu hosp
08,-1,0.01,26.15643382022451,2023-11-18,2023-11-18,quantile,wk inc flu hosp
09,-1,0.01,0.0,2023-11-18,2023-11-18,quantile,wk inc flu hosp
10,-1,0.01,0.0,2023-11-18,2023-11-18,quantile,wk inc flu hosp
11,-1,0.01,0.0,2023-11-18,2023-11-18,quantile,wk inc flu hosp
12,-1,0.01,300.32928304589575,2023-11-18,2023-11-18,quantile,wk inc flu hosp
13,-1,0.01,61.09919926040765,2023-11-18,2023-11-18,quantile,wk inc flu hosp
15,-1,0.01,4.96048728006899,2023-11-18,2023-11-18,quantile,wk inc flu hosp
16,-1,0.01,0.0,2023-11-18,2023-11-18,quantile,wk inc flu hosp
17,-1,0.01,18.684728173439737,2023-11-18,2023-11-18,quantile,wk inc flu hosp
18,-1,0.01,29.18056935666299,2023-11-18,2023-11-18,quantile,wk inc flu hosp
19,-1,0.01,0.4578529724272267,2023-11-18,2023-11-18,quantile,wk inc flu hosp
20,-1,0.01,0.0,2023-11-18,2023-11-18,quantile,wk inc flu hosp
21,-1,0.01,11.446662820366992,2023-11-18,2023-11-18,quantile,wk inc flu hosp
22,-1,0.01,33.85409533608677,2023-11-18,2023-11-18,quantile,wk inc flu hosp
23,-1,0.01,0.0,2023-11-18,2023-11-18,quantile,wk inc flu hosp
24,-1,0.01,5.154779202415618,2023-11-18,2023-11-18,quantile,wk inc flu hosp
25,-1,0.01,6.703193154432584,2023-11-18,2023-11-18,quantile,wk inc flu hosp
26,-1,0.01,1.1974234057681234,2023-11-18,2023-11-18,quantile,wk inc flu hosp
27,-1,0.01,6.101943869209616,2023-11-18,2023-11-18,quantile,wk inc flu hosp
28,-1,0.01,14.389062419178458,2023-11-18,2023-11-18,quantile,wk inc flu hosp
29,-1,0.01,8.95775299955265,2023-11-18,2023-11-18,quantile,wk inc flu hosp
30,-1,0.01,0.5234914777001791,2023-11-18,2023-11-18,quantile,wk inc flu hosp
31,-1,0.01,0.0,2023-11-18,2023-11-18,quantile,wk inc flu hosp
32,-1,0.01,8.274633848424946,2023-11-18,2023-11-18,quantile,wk inc flu hosp
33,-1,0.01,0.0,2023-11-18,2023-11-18,quantile,wk inc flu hosp
34,-1,0.01,11.922888908435414,2023-11-18,2023-11-18,quantile,wk inc flu hosp
35,-1,0.01,0.0,2023-11-18,2023-11-18,quantile,wk inc flu hosp
36,-1,0.01,54.915661188335406,2023-11-18,2023-11-18,quantile,wk inc flu hosp
37,-1,0.01,7.216405359243951,2023-11-18,2023-11-18,quantile,wk inc flu hosp
38,-1,0.01,0.0,2023-11-18,2023-11-18,quantile,wk inc flu hosp
39,-1,0.01,0.0,2023-11-18,2023-11-18,quantile,wk inc flu hosp
40,-1,0.01,5.462734632078043,2023-11-18,2023-11-18,quantile,wk inc flu hosp
41,-1,0.01,0.0,2023-11-18,2023-11-18,quantile,wk inc flu hosp
42,-1,0.01,47.409267941729965,2023-11-18,2023-11-18,quantile,wk inc flu hosp
44,-1,0.01,0.0,2023-11-18,2023-11-18,quantile,wk inc flu hosp
45,-1,0.01,21.800676823237943,2023-11-18,2023-11-18,quantile,wk inc flu hosp
46,-1,0.01,0.0,2023-11-18,2023-11-18,quantile,wk inc flu hosp
47,-1,0.01,11.505545959199713,2023-11-18,2023-11-18,quantile,wk inc flu hosp
48,-1,0.01,324.46124553086133,2023-11-18,2023-11-18,quantile,wk inc flu hosp
49,-1,0.01,0.0,2023-11-18,2023-11-18,quantile,wk inc flu hosp
50,-1,0.01,0.0,2023-11-18,2023-11-18,quantile,wk inc flu hosp
51,-1,0.01,47.55922870010196,2023-11-18,2023-11-18,quantile,wk inc flu hosp
53,-1,0.01,0.0,2023-11-18,2023-11-18,quantile,wk inc flu hosp
54,-1,0.01,1.4147108680774403,2023-11-18,2023-11-18,quantile,wk inc flu hosp
55,-1,0.01,2.106154930912926,2023-11-18,2023-11-18,quantile,wk inc flu hosp
56,-1,0.01,0.0,2023-11-18,2023-11-18,quantile,wk inc flu hosp
72,-1,0.01,73.45298232417177,2023-11-18,2023-11-18,quantile,wk inc flu hosp
US,-1,0.01,2296.4244887816794,2023-11-18,2023-11-18,quantile,wk inc flu hosp
01,-1,0.025,24.69972032322032,2023-11-18,2023-11-18,quantile,wk inc flu hosp
02,-1,0.025,17.75226960555339,2023-11-18,2023-11-18,quantile,wk inc flu hosp
04,-1,0.025,73.61576074632332,2023-11-18,2023-11-18,quantile,wk inc flu hosp
05,-1,0.025,8.497172846386967,2023-11-18,2023-11-18,quantile,wk inc flu hosp
06,-1,0.025,189.14345363782655,2023-11-18,2023-11-18,quantile,wk inc flu hosp
08,-1,0.025,32.07896285412942,2023-11-18,2023-11-18,quantile,wk inc flu hosp
09,-1,0.025,0.0,2023-11-18,2023-11-18,quantile,wk inc flu hosp
10,-1,0.025,0.0,2023-11-18,2023-11-18,quantile,wk inc flu hosp
11,-1,0.025,0.0,2023-11-18,2023-11-18,quantile,wk inc flu hosp
12,-1,0.025,319.64692626870504,2023-11-18,2023-11-18,quantile,wk inc flu hosp
13,-1,0.025,70.04469159253856,2023-11-18,2023-11-18,quantile,wk inc flu hosp
15,-1,0.025,5.685804775979479,2023-11-18,2023-11-18,quantile,wk inc flu hosp
16,-1,0.025,0.0,2023-11-18,2023-11-18,quantile,wk inc flu hosp
17,-1,0.025,25.321719198935412,2023-11-18,2023-11-18,quantile,wk inc flu hosp
18,-1,0.025,33.45455132435516,2023-11-18,2023-11-18,quantile,wk inc flu hosp
19,-1,0.025,2.7779021070585195,2023-11-18,2023-11-18,quantile,wk inc flu hosp
20,-1,0.025,0.0,2023-11-18,2023-11-18,quantile,wk inc flu hosp
21,-1,0.025,14.017512466684424,2023-11-18,2023-11-18,quantile,wk inc flu hosp
