location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,-1,0.01,4.607648502250421,2023-11-04,2023-11-04,quantile,wk inc flu hosp
02,-1,0.01,8.567913339115366,2023-11-04,2023-11-04,quantile,wk inc flu hosp
04,-1,0.01,14.448281769977536,2023-11-04,2023-11-04,quantile,wk inc flu hosp
05,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
06,-1,0.01,2.0666781288419243,2023-11-04,2023-11-04,quantile,wk inc flu hosp
08,-1,0.01,5.150114421268477,2023-11-04,2023-11-04,quantile,wk inc flu hosp
09,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
10,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
11,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
12,-1,0.01,201.06906598326634,2023-11-04,2023-11-04,quantile,wk inc flu hosp
13,-1,0.01,9.128793038117147,2023-11-04,2023-11-04,quantile,wk inc flu hosp
15,-1,0.01,1.6594522211572924,2023-11-04,2023-11-04,quantile,wk inc flu hosp
16,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
17,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
18,-1,0.01,2.3036594545562896,2023-11-04,2023-11-04,quantile,wk inc flu hosp
19,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
20,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
21,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
22,-1,0.01,20.59039430793747,2023-11-04,2023-11-04,quantile,wk inc flu hosp
23,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
24,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
25,-1,0.01,13.164540788545299,2023-11-04,2023-11-04,quantile,wk inc flu hosp
26,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
27,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
28,-1,0.01,3.097635220289603,2023-11-04,2023-11-04,quantile,wk inc flu hosp
29,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
30,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
31,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
32,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
33,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
34,-1,0.01,5.804271327079517,2023-11-04,2023-11-04,quantile,wk inc flu hosp
35,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
36,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
37,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
38,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
39,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
40,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
41,-1,0.01,3.0464053568446836,2023-11-04,2023-11-04,quantile,wk inc flu hosp
42,-1,0.01,8.424116866101635,2023-11-04,2023-11-04,quantile,wk inc flu hosp
44,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
45,-1,0.01,1.6769689708690214,2023-11-04,2023-11-04,quantile,wk inc flu hosp
46,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
47,-1,0.01,9.476936002234323,2023-11-04,2023-11-04,quantile,wk inc flu hosp
48,-1,0.01,155.13444670530166,2023-11-04,2023-11-04,quantile,wk inc flu hosp
49,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
50,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
51,-1,0.01,21.399397328061262,2023-11-04,2023-11-04,quantile,wk inc flu hosp
53,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
54,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
55,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
56,-1,0.01,0.0,2023-11-04,2023-11-04,quantile,wk inc flu hosp
72,-1,0.01,73.79607128148135,2023-11-04,2023-11-04,quantile,wk inc flu hosp
US,-1,0.01,896.1668064487852,2023-11-04,2023-11-04,quantile,wk inc flu hosp
01,-1,0.025,8.272532470785247,2023-11-04,2023-11-04,quantile,wk inc flu hosp
02,-1,0.025,11.037818363807535,2023-11-04,2023-11-04,quantile,wk inc flu hosp
04,-1,0.025,19.227481667079633,2023-11-04,2023-11-04,quantile,wk inc flu hosp
05,-1,0.025,1.0699786290050766,2023-11-04,2023-11-04,quantile,wk inc flu hosp
06,-1,0.025,12.75980804481989,2023-11-04,2023-11-04,quantile,wk inc flu hosp
08,-1,0.025,7.098711060143946,2023-11-04,2023-11-04,quantile,wk inc flu hosp
